group_scope,group_value,metric,count,min,max,mean,median,std,p10,p25,p50,p75,p90,p95,p99
by_expected_indicator_focus,expected_indicator_focus=IP,EMI_raw,4,0.0,0.010417,0.00475475,0.004301,0.004797856363783726,0.0,0.0,0.004301,0.00905575,0.0098725,0.01014475,0.010362549999999998
by_expected_indicator_focus,expected_indicator_focus=IP,MTI_raw,4,0.0,0.016393,0.00571125,0.003226,0.006706065291025729,0.0,0.0,0.003226,0.00893725,0.013410700000000003,0.014901849999999998,0.016094769999999998
by_expected_indicator_focus,expected_indicator_focus=IP,EVI_raw,4,-6.0,0.0,-2.5,-2.0,2.598076211353316,-5.4,-4.5,-2.0,0.0,0.0,0.0,0.0
by_expected_indicator_focus,expected_indicator_focus=IP,EVI_norm,4,-0.6,0.0,-0.25,-0.2,0.2598076211353316,-0.54,-0.45,-0.2,0.0,0.0,0.0,0.0
by_expected_indicator_focus,expected_indicator_focus=IP,IP_context,4,-0.6129036,0.0,-0.2542676,-0.2020834,0.26476101274364394,-0.55028256,-0.456351,-0.2020834,0.0,0.0,0.0,0.0
by_expected_indicator_focus,expected_indicator_focus=IP,IP_abs_context,4,0.0,0.6129036,0.2542676,0.2020834,0.26476101274364394,0.0,0.0,0.2020834,0.456351,0.5502825600000001,0.5815930799999999,0.606641496
by_expected_indicator_focus,expected_indicator_focus=MTI,IDI_raw,32,0.0,0.034483,0.0018836875,0.0,0.006653112285978926,0.0,0.0,0.0,0.0,0.0,0.012694749999999998,0.028420020000000025
by_expected_indicator_focus,expected_indicator_focus=MTI,EMI_raw,32,0.0,0.017544,0.00092,0.0,0.003423992881125777,0.0,0.0,0.0,0.0,0.0,0.005603799999999996,0.01501626000000001
by_expected_indicator_focus,expected_indicator_focus=MTI,MTI_raw,32,0.0,0.025316,0.00249365625,0.0,0.006516680839437047,0.0,0.0,0.0,0.0,0.007951900000000001,0.019048099999999995,0.024849140000000002
by_expected_indicator_focus,expected_indicator_focus=MTI,EVI_raw,32,-4.0,4.0,0.28125,0.0,1.3284007066770176,0.0,0.0,0.0,0.0,1.9000000000000021,3.0,3.6900000000000013
by_expected_indicator_focus,expected_indicator_focus=MTI,EVI_norm,32,-0.4,0.4,0.028124999999999997,0.0,0.13284007066770176,0.0,0.0,0.0,0.0,0.19000000000000022,0.3,0.36900000000000016
by_expected_indicator_focus,expected_indicator_focus=MTI,IP_context,32,-0.4,0.4101264,0.028668568749999995,0.0,0.13398979398534763,0.0,0.0,0.0,0.0,0.19034483000000021,0.30126765,0.37686048600000016
by_expected_indicator_focus,expected_indicator_focus=MTI,IP_abs_context,32,0.0,0.4101264,0.06616856874999999,0.0,0.11998696694218876,0.0,0.0,0.0,0.1,0.2900000000000002,0.3465493499999999,0.40698721600000004
by_expected_indicator_focus,expected_indicator_focus=mixed,IDI_raw,27,0.0,0.011236,0.00041614814814814813,0.0,0.0021219475279529087,0.0,0.0,0.0,0.0,0.0,0.0,0.008314639999999983
by_expected_indicator_focus,expected_indicator_focus=mixed,EMI_raw,27,0.0,0.009259,0.0006635925925925927,0.0,0.00234757918273365,0.0,0.0,0.0,0.0,0.0,0.006060599999999994,0.00910274
by_expected_indicator_focus,expected_indicator_focus=mixed,MTI_raw,27,0.0,0.016393,0.0023395555555555557,0.0,0.005252581709719893,0.0,0.0,0.0,0.0,0.013347800000000002,0.015104199999999998,0.01619332
by_expected_indicator_focus,expected_indicator_focus=mixed,EVI_raw,27,-3.0,3.0,0.5555555555555556,0.0,1.3698697784375502,0.0,0.0,0.0,1.5,3.0,3.0,3.0
by_expected_indicator_focus,expected_indicator_focus=mixed,EVI_norm,27,-0.3,0.3,0.055555555555555546,0.0,0.13698697784375502,0.0,0.0,0.0,0.15000000000000002,0.3,0.3,0.3
by_expected_indicator_focus,expected_indicator_focus=mixed,IP_context,27,-0.3025974,0.30694439999999995,0.055700725925925926,0.0,0.13771902426406588,0.0,0.0,0.0,0.15000000000000002,0.3,0.3,0.30513885599999996
